Personnel_ID,Branch_ID,Unit_ID,Name,Gender,Designation,Hire_Date,Salary,Email,Service_Status,Years_of_Experience,DOB,Phone_No,Address
P160,JK18,HMC,Rizwan Khan,M,Junior Homicide Investigator,2021-01-12,700000,rizwankhan84@gmail.com,Active,5,1984-04-08,8765432109,20 Shastri Nagar,Jammu
P161,JK18,HMC,Sana Khan,F,Junior Homicide Investigator,2020-02-05,500000,sanakhan81@gmail.com,Active,6,1981-11-15,7654321098,21 Janipur,Jammu
P122,HT50,FNC,Nisha Raody,F,Director General,2020-01-22,2000000,nisha.raody@gmail.com,Active,19,1990-05-15,9876543210,1 Jubilee Hills,Hyderabad
P123,HT50,FRS,Rajesh Kumar,M,Unit Commander,2021-03-22,1600000,rajesh.kumar@gmail.com,Active,12,1992-09-30,5432109876,14 Himayat Nagar,Hyderabad
P124,HT50,CYC,Ravi Kumar,M,Unit Commander,2020-01-18,1200000,ravi.kumar@gmail.com,Active,14,1985-11-18,7654321098,3 Begumpet,Hyderabad
P125,HT50,FRD,Priya Singh,F,Unit Commander,2020-02-28,1400000,priya.singh@gmail.com,Active,12,1993-03-25,6543210987,4 Gachibowli,Hyderabad
P126,HT50,FNC,Vishal Patel,M,Unit Commander,2021-01-12,1600000,vishal.patel@gmail.com,Active,13,1980-09-10,5432109876,5 Madhapur,Hyderabad
P127,HT50,FRD,Anjali Reddy,F,Chief Fraud Investigator,2020-01-24,1200000,anjali.reddy@gmail.com,Active,8,1984-04-22,0987654321,9 Nizampet,Hyderabad
P128,HT50,FRS,Vikram Reddy,M,Senior Forensic Expert,2020-01-10,500000,vikram.reddy@gmail.com,Active,9,1986-08-28,7654321098,12 Tarnaka,Hyderabad
P129,HT50,FRS,Manoj Singh,M,Junior Forensic Expert,2021-03-18,800000,manoj.singh@gmail.com,Active,9,1987-05-20,3210987654,16 Banjara Hills,Hyderabad
P130,HT50,FRS,Anusha Patel,F,Crime Scene Investigator,2020-02-12,700000,anusha.patel@gmail.com,Active,7,1994-02-14,2109876543,17 Begumpet,Hyderabad
P131,HT50,FRD,Suresh Singh,M,Fraud Investigator,2020-01-28,800000,suresh.singh@gmail.com,Active,8,1991-10-10,9876543210,10 Miyapur,Hyderabad
P132,HT50,FRD,Prakash Rao,M,Cyber Fraud Analyst,2021-01-24,500000,prakash.rao@gmail.com,Active,7,1989-07-05,2109876543,8 Manikonda,Hyderabad
P133,HT50,CYC,Divya Sharma,F,Digital Forensics Expert,2020-02-05,700000,divya.sharma@gmail.com,Active,8,1988-08-20,8765432109,2 Banjara Hills,Hyderabad
P134,HT50,CYC,Prakash Rao,M,Digital Forensics Expert,2021-01-18,800000,prakash.rao@gmail.com,Inactive,18,1989-07-05,2109876543,8 Manikonda,Hyderabad
P135,HT50,CYC,Anjali Reddy,F,CIRT Member,2020-01-28,500000,anjali.reddy@gmail.com,Active,6,1984-04-22,0987654321,9 Nizampet,Hyderabad
P154,HT50,CYC,Priya Singh,F,CIRT Member,2021-01-12,700000,priya.singh@gmail.com,Active,7,1993-03-25,6543210987,4 Gachibowli,Hyderabad
P155,HT50,FNC,Vishal Patel,M,Financial Investigator,2020-03-24,800000,vishal.patel@gmail.com,Active,8,1980-09-10,5432109876,5 Madhapur,Hyderabad
P156,HT50,FNC,Sneha Reddy,F,Financial Investigator,2021-01-18,500000,sneha.reddy@gmail.com,Active,7,1987-06-30,4321098765,6 Kondapur,Hyderabad
P157,HT50,FNC,Aruna Kumar,F,Financial Data Analyst,2020-02-05,500000,aruna.kumar@gmail.com,Active,6,1982-02-12,3210987654,7 Hitech City,Hyderabad
P136,BK56,CYC,Arjun Khanna,M,Director General,2020-01-22,2200000,arjun.khanna@gmail.com,Active,20,1990-05-15,9876543210,1 Koramangala,Bangalore
P137,BK56,NAR,Priya Reddy,F,Unit Commander,2021-01-18,1600000,priya.reddy@gmail.com,Active,13,1988-08-20,8765432109,2 Indiranagar,Bangalore
P138,BK56,WCC,Rakesh Sharma,M,Unit Commander,2020-02-05,1200000,rakesh.sharma@gmail.com,Active,13,1985-11-18,7654321098,3 Jayanagar,Bangalore
P139,BK56,HMC,Deepa Singh,F,Unit Commander,2021-03-22,1400000,deepa.singh@gmail.com,Active,12,1993-03-25,6543210987,4 Whitefield,Bangalore
P140,BK56,CYC,Arjun Patel,M,Unit Commander,2020-01-24,1200000,arjun.patel@gmail.com,Active,14,1980-09-10,5432109876,5 Electronic City,Bangalore
P141,BK56,NAR,Swathi Reddy,F,Narcotics Investigator,2021-01-28,500000,swathi.reddy@gmail.com,Active,8,1987-06-30,4321098765,6 Malleshwaram,Bangalore
P142,BK56,NAR,Manoj Kumar,M,Undercover Agent,2020-01-12,800000,manoj.kumar@gmail.com,Active,7,1982-02-12,3210987654,7 Rajajinagar,Bangalore
P143,BK56,NAR,Anusha Sharma,F,Toxicologist,2021-01-10,700000,anusha.sharma@gmail.com,Active,8,1989-07-05,2109876543,8 Basavanagudi,Bangalore
P144,BK56,HMC,Vikram Reddy,M,Senior Homicide Investigator,2020-02-05,500000,vikram.reddy@gmail.com,Active,6,1984-04-22,0987654321,9 HSR Layout,Bangalore
P145,BK56,HMC,Ritu Singh,F,Junior Homicide Investigator,2021-01-18,500000,ritu.singh@gmail.com,Active,8,1991-10-10,9876543210,10 Marathahalli,Bangalore
P146,BK56,HMC,Prakash Patel,M,Junior Homicide Investigator,2021-03-28,800000,prakash.patel@gmail.com,Active,4,1988-12-15,8765432109,11 BTM Layout,Bangalore
P147,BK56,WCC,Divya Kumar,F,Financial Crimes Investigator,2020-02-24,500000,divya.kumar@gmail.com,Active,5,1986-08-28,7654321098,12 Koramangala,Bangalore
P148,BK56,WCC,Sanjay Reddy,M,WCC Specialist,2020-01-05,700000,sanjay.reddy@gmail.com,Active,9,1983-03-05,6543210987,13 Indiranagar,Bangalore
P149,BK56,WCC,Sneha Sharma,F,WCC Analyst,2021-01-28,800000,sneha.sharma@gmail.com,Active,7,1992-09-30,5432109876,14 Jayanagar,Bangalore
P150,BK56,CYC,Pooja Reddy,F,Digital Forensics Expert,2020-01-18,800000,pooja.reddy@gmail.com,Inactive,15,1987-05-20,3210987654,16 Electronic City,Bangalore
P151,BK56,CYC,Karthik Singh,M,Digital Forensics Expert,2020-02-12,500000,karthik.singh@gmail.com,Active,9,1994-02-14,2109876543,17 Malleshwaram,Bangalore
P152,BK56,CYC,Anjali Patel,F,CIRT Member,2021-03-24,700000,anjali.patel@gmail.com,Active,7,1981-06-10,0987654321,18 Rajajinagar,Bangalore
P153,BK56,CYC,Suresh Reddy,M,CIRT Member,2020-01-10,500000,suresh.reddy@gmail.com,Active,8,1989-01-25,9876543210,19 Basavanagudi,Bangalore
